trigger,offset,target,stop,time_limit,trades,win_rate,total_pnl,avg_pnl,profit_factor,expect_val,sharpe
現貨收盤,5,10,50,10,61,86.9,-790,-13.0,0.8,-13.0,-1.06
現貨收盤,5,10,50,15,61,88.5,-540,-9.0,0.86,-8.9,-0.73
現貨收盤,5,10,50,30,61,88.5,-540,-9.0,0.86,-8.9,-0.73
現貨收盤,5,10,50,60,61,88.5,-540,-9.0,0.86,-8.9,-0.73
現貨收盤,5,20,5,5,61,6.6,-4490,-74.0,0.12,-73.6,-18.73
現貨收盤,5,20,5,10,61,6.6,-4490,-74.0,0.12,-73.6,-18.73
現貨收盤,5,20,5,15,61,6.6,-4490,-74.0,0.12,-73.6,-18.73
現貨收盤,5,20,5,30,61,6.6,-4490,-74.0,0.12,-73.6,-18.73
現貨收盤,5,20,5,60,61,6.6,-4490,-74.0,0.12,-73.6,-18.73
現貨收盤,5,20,10,5,61,45.9,-140,-2.0,0.97,-2.3,-0.24
現貨收盤,5,20,10,10,61,45.9,-140,-2.0,0.97,-2.3,-0.24
現貨收盤,5,20,10,15,61,45.9,-140,-2.0,0.97,-2.3,-0.24
現貨收盤,5,20,10,30,61,45.9,-140,-2.0,0.97,-2.3,-0.24
現貨收盤,5,20,10,60,61,45.9,-140,-2.0,0.97,-2.3,-0.24
現貨收盤,5,20,15,5,61,59.0,1080,18.0,1.23,17.7,1.63
現貨收盤,5,20,15,10,61,60.7,1280,21.0,1.28,21.0,1.94
現貨收盤,5,20,15,15,61,60.7,1360,22.0,1.3,22.3,2.05
現貨收盤,5,20,15,30,61,60.7,1360,22.0,1.3,22.3,2.05
現貨收盤,5,20,15,60,61,60.7,1360,22.0,1.3,22.3,2.05
現貨收盤,5,20,20,5,61,63.9,1150,19.0,1.23,18.9,1.59
現貨收盤,5,20,20,10,61,65.6,1280,21.0,1.25,21.0,1.74
現貨收盤,5,20,20,15,61,65.6,1360,22.0,1.27,22.3,1.85
現貨收盤,5,20,20,30,61,65.6,1360,22.0,1.27,22.3,1.85
現貨收盤,5,20,20,60,61,65.6,1360,22.0,1.27,22.3,1.85
現貨收盤,5,20,30,5,61,68.9,1110,18.0,1.2,18.2,1.34
現貨收盤,5,20,30,10,61,70.5,1050,17.0,1.18,17.2,1.23
現貨收盤,5,20,30,15,61,70.5,1100,18.0,1.19,18.0,1.27
現貨收盤,5,20,30,30,61,72.1,1260,21.0,1.22,20.7,1.45
現貨收盤,5,20,30,60,61,72.1,1260,21.0,1.22,20.7,1.45
現貨收盤,5,20,40,5,61,72.1,1360,22.0,1.25,22.3,1.53
現貨收盤,5,20,40,10,61,73.8,580,10.0,1.09,9.5,0.59
現貨收盤,5,20,40,15,61,75.4,1100,18.0,1.18,18.0,1.13
現貨收盤,5,20,40,30,61,77.0,1360,22.0,1.22,22.3,1.39
現貨收盤,5,20,40,60,61,77.0,1360,22.0,1.22,22.3,1.39
現貨收盤,5,20,50,5,61,75.4,1860,30.0,1.35,30.5,2.0
現貨收盤,5,20,50,10,61,77.0,1180,19.0,1.19,19.3,1.16
現貨收盤,5,20,50,15,61,80.3,2080,34.0,1.37,34.1,2.07
現貨收盤,5,20,50,30,61,83.6,2760,45.0,1.51,45.2,2.75
現貨收盤,5,20,50,60,61,83.6,2760,45.0,1.51,45.2,2.75
現貨收盤,5,30,5,5,61,6.6,-4090,-67.0,0.2,-67.0,-12.18
現貨收盤,5,30,5,10,61,6.6,-4090,-67.0,0.2,-67.0,-12.18
現貨收盤,5,30,5,15,61,6.6,-4090,-67.0,0.2,-67.0,-12.18
現貨收盤,5,30,5,30,61,6.6,-4090,-67.0,0.2,-67.0,-12.18
現貨收盤,5,30,5,60,61,6.6,-4090,-67.0,0.2,-67.0,-12.18
現貨收盤,5,30,10,5,61,41.0,1590,26.0,1.32,26.1,2.1
現貨收盤,5,30,10,10,61,41.0,1460,24.0,1.29,23.9,1.92
現貨收盤,5,30,10,15,61,41.0,1460,24.0,1.29,23.9,1.92
現貨收盤,5,30,10,30,61,41.0,1460,24.0,1.29,23.9,1.92
現貨收盤,5,30,10,60,61,41.0,1460,24.0,1.29,23.9,1.92
現貨收盤,5,30,15,5,61,52.5,3070,50.0,1.6,50.3,3.62
現貨收盤,5,30,15,10,61,54.1,2900,48.0,1.55,47.5,3.39
現貨收盤,5,30,15,15,61,54.1,3260,53.0,1.61,53.4,3.75
現貨收盤,5,30,15,30,61,54.1,3260,53.0,1.61,53.4,3.75
現貨收盤,5,30,15,60,61,54.1,3260,53.0,1.61,53.4,3.75
現貨收盤,5,30,20,5,61,57.4,3330,55.0,1.63,54.6,3.72
現貨收盤,5,30,20,10,61,60.7,3450,57.0,1.62,56.6,3.77
現貨收盤,5,30,20,15,61,62.3,4240,70.0,1.77,69.5,4.54
現貨收盤,5,30,20,30,61,62.3,4360,71.0,1.79,71.5,4.64
現貨收盤,5,30,20,60,61,62.3,4360,71.0,1.79,71.5,4.64
現貨收盤,5,30,30,5,61,62.3,3670,60.0,1.64,60.2,3.72
現貨收盤,5,30,30,10,61,68.9,4520,74.0,1.78,74.1,4.46
現貨收盤,5,30,30,15,61,70.5,5280,87.0,1.91,86.6,5.09
現貨收盤,5,30,30,30,61,72.1,5660,93.0,1.98,92.8,5.43
現貨收盤,5,30,30,60,61,72.1,5660,93.0,1.98,92.8,5.43
現貨收盤,5,30,40,5,61,63.9,3600,59.0,1.62,59.0,3.47
現貨收盤,5,30,40,10,61,70.5,3450,57.0,1.5,56.6,3.0
現貨收盤,5,30,40,15,61,73.8,4780,78.0,1.72,78.4,4.12
現貨收盤,5,30,40,30,61,75.4,5360,88.0,1.81,87.9,4.59
現貨收盤,5,30,40,60,61,75.4,5360,88.0,1.81,87.9,4.59
現貨收盤,5,30,50,5,61,67.2,4210,69.0,1.75,69.0,3.92
現貨收盤,5,30,50,10,61,73.8,4150,68.0,1.61,68.0,3.46
現貨收盤,5,30,50,15,61,78.7,5860,96.0,1.95,96.1,4.91
現貨收盤,5,30,50,30,61,82.0,7060,116.0,2.19,115.7,5.92
現貨收盤,5,30,50,60,61,82.0,7060,116.0,2.19,115.7,5.92
現貨收盤,5,40,5,5,61,6.6,-3690,-60.0,0.28,-60.5,-8.55
現貨收盤,5,40,5,10,61,6.6,-3690,-60.0,0.28,-60.5,-8.55
現貨收盤,5,40,5,15,61,6.6,-3690,-60.0,0.28,-60.5,-8.55
現貨收盤,5,40,5,30,61,6.6,-3690,-60.0,0.28,-60.5,-8.55
現貨收盤,5,40,5,60,61,6.6,-3690,-60.0,0.28,-60.5,-8.55
現貨收盤,5,40,10,5,61,36.1,2480,41.0,1.47,40.7,2.7
現貨收盤,5,40,10,10,61,36.1,2460,40.0,1.45,40.3,2.64
現貨收盤,5,40,10,15,61,36.1,2460,40.0,1.45,40.3,2.64
現貨收盤,5,40,10,30,61,36.1,2460,40.0,1.45,40.3,2.64
現貨收盤,5,40,10,60,61,36.1,2460,40.0,1.45,40.3,2.64
現貨收盤,5,40,15,5,61,44.3,2790,46.0,1.47,45.7,2.81
現貨收盤,5,40,15,10,61,45.9,2880,47.0,1.47,47.2,2.84
現貨收盤,5,40,15,15,61,44.3,2930,48.0,1.45,48.0,2.81
現貨收盤,5,40,15,30,61,42.6,2710,44.0,1.41,44.4,2.57
現貨收盤,5,40,15,60,61,42.6,2710,44.0,1.41,44.4,2.57
現貨收盤,5,40,20,5,61,49.2,2950,48.0,1.47,48.4,2.81
現貨收盤,5,40,20,10,61,52.5,3430,56.0,1.52,56.2,3.15
現貨收盤,5,40,20,15,61,54.1,4480,73.0,1.67,73.4,3.96
現貨收盤,5,40,20,30,61,50.8,3960,65.0,1.55,64.9,3.41
現貨收盤,5,40,20,60,61,50.8,3960,65.0,1.55,64.9,3.41
現貨收盤,5,40,30,5,61,55.7,3620,59.0,1.55,59.3,3.16
現貨收盤,5,40,30,10,61,60.7,4840,79.0,1.7,79.3,3.99
現貨收盤,5,40,30,15,61,62.3,5520,90.0,1.74,90.5,4.33
現貨收盤,5,40,30,30,61,62.3,5860,96.0,1.75,96.1,4.46
現貨收盤,5,40,30,60,61,62.3,5860,96.0,1.75,96.1,4.46
現貨收盤,5,40,40,5,61,57.4,3990,65.0,1.64,65.4,3.43
現貨收盤,5,40,40,10,61,63.9,4060,67.0,1.51,66.6,3.05
現貨收盤,5,40,40,15,61,65.6,5020,82.0,1.6,82.3,3.6
現貨收盤,5,40,40,30,61,67.2,5960,98.0,1.68,97.7,4.1
現貨收盤,5,40,40,60,61,67.2,5960,98.0,1.68,97.7,4.1
現貨收盤,5,40,50,5,61,60.7,4700,77.0,1.77,77.0,3.91
現貨收盤,5,40,50,10,61,67.2,4660,76.0,1.6,76.4,3.38
現貨收盤,5,40,50,15,61,70.5,6120,100.0,1.75,100.3,4.23
現貨收盤,5,40,50,30,61,77.0,9360,153.0,2.24,153.4,6.38
現貨收盤,5,40,50,60,61,77.0,9360,153.0,2.24,153.4,6.38
現貨收盤,5,60,5,5,61,6.6,-3050,-50.0,0.41,-50.0,-5.18
現貨收盤,5,60,5,10,61,6.6,-2890,-47.0,0.44,-47.4,-4.64
現貨收盤,5,60,5,15,61,6.6,-2890,-47.0,0.44,-47.4,-4.64
現貨收盤,5,60,5,30,61,6.6,-2890,-47.0,0.44,-47.4,-4.64
現貨收盤,5,60,5,60,61,6.6,-2890,-47.0,0.44,-47.4,-4.64
現貨收盤,5,60,10,5,61,32.8,3410,56.0,1.61,55.9,3.03
現貨收盤,5,60,10,10,61,31.1,3900,64.0,1.66,63.9,3.24
現貨收盤,5,60,10,15,61,27.9,3360,55.0,1.55,55.1,2.76
現貨收盤,5,60,10,30,61,27.9,3360,55.0,1.55,55.1,2.76
現貨收盤,5,60,10,60,61,27.9,3360,55.0,1.55,55.1,2.76
現貨收盤,5,60,15,5,61,41.0,3660,60.0,1.59,60.0,3.09
現貨收盤,5,60,15,10,61,42.6,4330,71.0,1.68,71.0,3.47
現貨收盤,5,60,15,15,61,39.3,4330,71.0,1.62,71.0,3.3
現貨收盤,5,60,15,30,61,34.4,4160,68.0,1.55,68.2,3.01
現貨收盤,5,60,15,60,61,34.4,4160,68.0,1.55,68.2,3.01
現貨收盤,5,60,20,5,61,45.9,3970,65.0,1.6,65.1,3.17
現貨收盤,5,60,20,10,61,49.2,4840,79.0,1.71,79.3,3.67
現貨收盤,5,60,20,15,61,52.5,6770,111.0,1.97,111.0,4.87
現貨收盤,5,60,20,30,61,42.6,6160,101.0,1.73,101.0,4.02
現貨收盤,5,60,20,60,61,42.6,6160,101.0,1.73,101.0,4.02
現貨收盤,5,60,30,5,61,52.5,4670,77.0,1.66,76.6,3.47
現貨收盤,5,60,30,10,61,57.4,6270,103.0,1.86,102.8,4.37
現貨收盤,5,60,30,15,61,60.7,7850,129.0,2.0,128.7,5.11
現貨收盤,5,60,30,30,61,54.1,8960,147.0,1.94,146.9,5.16
現貨收盤,5,60,30,60,61,54.1,8960,147.0,1.94,146.9,5.16
現貨收盤,5,60,40,5,61,54.1,4940,81.0,1.73,81.0,3.6
現貨收盤,5,60,40,10,61,60.7,5390,88.0,1.64,88.4,3.48
現貨收盤,5,60,40,15,61,63.9,7450,122.0,1.84,122.1,4.5
現貨收盤,5,60,40,30,61,59.0,9160,150.0,1.83,150.2,4.81
現貨收盤,5,60,40,60,61,59.0,9160,150.0,1.83,150.2,4.81
現貨收盤,5,60,50,5,61,57.4,5590,92.0,1.86,91.6,4.04
現貨收盤,5,60,50,10,61,63.9,6400,105.0,1.8,104.9,4.05
現貨收盤,5,60,50,15,61,68.9,8690,142.0,2.0,142.5,5.07
現貨收盤,5,60,50,30,61,65.6,11150,183.0,2.02,182.8,5.6
現貨收盤,5,60,50,60,61,63.9,9960,163.0,1.84,163.3,4.87
現貨收盤,5,80,5,5,61,6.6,-2450,-40.0,0.52,-40.2,-3.29
現貨收盤,5,80,5,10,61,6.6,-2090,-34.0,0.59,-34.3,-2.56
現貨收盤,5,80,5,15,61,6.6,-2090,-34.0,0.59,-34.3,-2.56
現貨收盤,5,80,5,30,61,6.6,-2090,-34.0,0.59,-34.3,-2.56
現貨收盤,5,80,5,60,61,6.6,-2090,-34.0,0.59,-34.3,-2.56
現貨收盤,5,80,10,5,61,29.5,3140,51.0,1.53,51.5,2.55
現貨收盤,5,80,10,10,61,27.9,3850,63.0,1.62,63.1,2.84
現貨收盤,5,80,10,15,61,24.6,3900,64.0,1.61,63.9,2.74
現貨收盤,5,80,10,30,61,21.3,3160,52.0,1.47,51.8,2.21
現貨收盤,5,80,10,60,61,21.3,3160,52.0,1.47,51.8,2.21
現貨收盤,5,80,15,5,61,37.7,3290,54.0,1.5,53.9,2.56
現貨收盤,5,80,15,10,61,39.3,4180,69.0,1.62,68.5,2.99
現貨收盤,5,80,15,15,61,36.1,4710,77.0,1.64,77.2,3.13
現貨收盤,5,80,15,30,61,26.2,3610,59.0,1.42,59.2,2.23
現貨收盤,5,80,15,60,61,26.2,3610,59.0,1.42,59.2,2.23
現貨收盤,5,80,20,5,61,42.6,3700,61.0,1.52,60.7,2.69
現貨收盤,5,80,20,10,61,45.9,4790,79.0,1.66,78.5,3.23
現貨收盤,5,80,20,15,61,49.2,7450,122.0,2.0,122.1,4.62
現貨收盤,5,80,20,30,61,34.4,6360,104.0,1.66,104.3,3.45
現貨收盤,5,80,20,60,61,34.4,6360,104.0,1.66,104.3,3.45
現貨收盤,5,80,30,5,61,49.2,4680,77.0,1.63,76.7,3.16
現貨收盤,5,80,30,10,61,54.1,6440,106.0,1.83,105.6,4.01
現貨收盤,5,80,30,15,61,57.4,8440,138.0,1.99,138.4,4.78
現貨收盤,5,80,30,30,61,45.9,10060,165.0,1.9,164.9,4.74
現貨收盤,5,80,30,60,61,45.9,10060,165.0,1.9,164.9,4.74
現貨收盤,5,80,40,5,61,50.8,4850,80.0,1.66,79.5,3.21
現貨收盤,5,80,40,10,61,57.4,5460,90.0,1.61,89.5,3.18
現貨收盤,5,80,40,15,61,60.7,8330,137.0,1.89,136.6,4.44
現貨收盤,5,80,40,30,61,50.8,10360,170.0,1.78,169.8,4.46
現貨收盤,5,80,40,60,61,50.8,10360,170.0,1.78,169.8,4.46
現貨收盤,5,80,50,5,61,54.1,5710,94.0,1.84,93.6,3.79
現貨收盤,5,80,50,10,61,60.7,6510,107.0,1.75,106.7,3.69
現貨收盤,5,80,50,15,61,65.6,9670,159.0,2.04,158.5,4.97
現貨收盤,5,80,50,30,61,57.4,12670,208.0,1.94,207.7,5.19
現貨收盤,5,80,50,60,61,55.7,11790,193.0,1.84,193.3,4.76
現貨收盤,5,100,5,5,61,6.6,-1850,-30.0,0.64,-30.3,-2.04
現貨收盤,5,100,5,10,61,6.6,-1400,-23.0,0.73,-23.0,-1.43
現貨收盤,5,100,5,15,61,6.6,-1290,-21.0,0.75,-21.1,-1.28
現貨收盤,5,100,5,30,61,6.6,-1290,-21.0,0.75,-21.1,-1.28
現貨收盤,5,100,5,60,61,6.6,-1290,-21.0,0.75,-21.1,-1.28
現貨收盤,5,100,10,5,61,29.5,3690,60.0,1.63,60.5,2.75
現貨收盤,5,100,10,10,61,26.2,4380,72.0,1.7,71.8,2.9
現貨收盤,5,100,10,15,61,23.0,3930,64.0,1.6,64.4,2.55
現貨收盤,5,100,10,30,61,18.0,3080,50.0,1.44,50.5,1.94
現貨收盤,5,100,10,60,61,18.0,3560,58.0,1.51,58.4,2.17
現貨收盤,5,100,15,5,61,37.7,3840,63.0,1.58,63.0,2.75
現貨收盤,5,100,15,10,61,37.7,4660,76.0,1.68,76.4,3.0
現貨收盤,5,100,15,15,61,34.4,4690,77.0,1.62,76.9,2.9
現貨收盤,5,100,15,30,61,23.0,4030,66.0,1.45,66.1,2.2
現貨收盤,5,100,15,60,61,23.0,4510,74.0,1.51,73.9,2.41
現貨收盤,5,100,20,5,61,42.6,4450,73.0,1.63,73.0,2.96
現貨收盤,5,100,20,10,61,44.3,5580,91.0,1.76,91.5,3.38
現貨收盤,5,100,20,15,61,47.5,7630,125.0,2.01,125.1,4.41
現貨收盤,5,100,20,30,61,29.5,6620,109.0,1.65,108.5,3.18
現貨收盤,5,100,20,60,61,29.5,6960,114.0,1.67,114.1,3.28
現貨收盤,5,100,30,5,61,49.2,5630,92.0,1.76,92.3,3.47
現貨收盤,5,100,30,10,61,52.5,7430,122.0,1.95,121.8,4.18
現貨收盤,5,100,30,15,61,55.7,8670,142.0,2.0,142.1,4.6
現貨收盤,5,100,30,30,61,39.3,9060,149.0,1.73,148.5,3.83
現貨收盤,5,100,30,60,61,39.3,9610,158.0,1.76,157.5,3.96
現貨收盤,5,100,40,5,61,50.8,5800,95.0,1.79,95.1,3.52
現貨收盤,5,100,40,10,61,55.7,6450,106.0,1.71,105.7,3.43
現貨收盤,5,100,40,15,61,59.0,8560,140.0,1.9,140.3,4.31
現貨收盤,5,100,40,30,61,42.6,8390,138.0,1.56,137.5,3.25
現貨收盤,5,100,40,60,61,44.3,10110,166.0,1.68,165.7,3.79
現貨收盤,5,100,50,5,61,54.1,6660,109.0,1.98,109.2,4.05
現貨收盤,5,100,50,10,61,59.0,7500,123.0,1.85,123.0,3.9
現貨收盤,5,100,50,15,61,63.9,10100,166.0,2.07,165.6,4.88
現貨收盤,5,100,50,30,61,49.2,11000,180.0,1.71,180.3,4.0
現貨收盤,5,100,50,60,61,49.2,11740,192.0,1.72,192.5,4.11
現貨收盤,10,10,5,5,61,6.6,-4890,-80.0,0.05,-80.2,-33.99
現貨收盤,10,10,5,10,61,6.6,-4890,-80.0,0.05,-80.2,-33.99
現貨收盤,10,10,5,15,61,6.6,-4890,-80.0,0.05,-80.2,-33.99
現貨收盤,10,10,5,30,61,6.6,-4890,-80.0,0.05,-80.2,-33.99
現貨收盤,10,10,5,60,61,6.6,-4890,-80.0,0.05,-80.2,-33.99
現貨收盤,10,10,10,5,61,6.6,-7740,-127.0,0.03,-126.9,-40.35
現貨收盤,10,10,10,10,61,6.6,-7740,-127.0,0.03,-126.9,-40.35
現貨收盤,10,10,10,15,61,6.6,-7740,-127.0,0.03,-126.9,-40.35
現貨收盤,10,10,10,30,61,6.6,-7740,-127.0,0.03,-126.9,-40.35
現貨收盤,10,10,10,60,61,6.6,-7740,-127.0,0.03,-126.9,-40.35
現貨收盤,10,10,15,5,61,59.0,-2590,-42.0,0.45,-42.5,-5.44
現貨收盤,10,10,15,10,61,59.0,-2590,-42.0,0.45,-42.5,-5.44
現貨收盤,10,10,15,15,61,59.0,-2590,-42.0,0.45,-42.5,-5.44
現貨收盤,10,10,15,30,61,59.0,-2590,-42.0,0.45,-42.5,-5.44
現貨收盤,10,10,15,60,61,59.0,-2590,-42.0,0.45,-42.5,-5.44
現貨收盤,10,10,20,5,61,75.4,-840,-14.0,0.77,-13.8,-1.68
現貨收盤,10,10,20,10,61,75.4,-840,-14.0,0.77,-13.8,-1.68
現貨收盤,10,10,20,15,61,75.4,-840,-14.0,0.77,-13.8,-1.68
現貨收盤,10,10,20,30,61,75.4,-840,-14.0,0.77,-13.8,-1.68
現貨收盤,10,10,20,60,61,75.4,-840,-14.0,0.77,-13.8,-1.68
現貨收盤,10,10,30,5,61,85.2,60,1.0,1.02,1.0,0.11
現貨收盤,10,10,30,10,61,85.2,60,1.0,1.02,1.0,0.11
現貨收盤,10,10,30,15,61,85.2,60,1.0,1.02,1.0,0.11
現貨收盤,10,10,30,30,61,85.2,60,1.0,1.02,1.0,0.11
現貨收盤,10,10,30,60,61,85.2,60,1.0,1.02,1.0,0.11
現貨收盤,10,10,40,5,61,88.5,690,11.0,1.27,11.3,1.27
現貨收盤,10,10,40,10,61,90.2,930,15.0,1.39,15.2,1.73
現貨收盤,10,10,40,15,61,90.2,1050,17.0,1.47,17.2,1.97
現貨收盤,10,10,40,30,61,91.8,1160,19.0,1.53,19.0,2.18
現貨收盤,10,10,40,60,61,91.8,1160,19.0,1.53,19.0,2.18
現貨收盤,10,10,50,5,61,90.2,890,15.0,1.37,14.6,1.57
現貨收盤,10,10,50,10,61,91.8,1030,17.0,1.44,16.9,1.77
現貨收盤,10,10,50,15,61,91.8,1150,19.0,1.52,18.9,2.0
現貨收盤,10,10,50,30,61,93.4,1260,21.0,1.58,20.7,2.19
現貨收盤,10,10,50,60,61,93.4,1260,21.0,1.58,20.7,2.19
現貨收盤,10,20,5,5,61,6.6,-4490,-74.0,0.12,-73.6,-18.73
現貨收盤,10,20,5,10,61,6.6,-4490,-74.0,0.12,-73.6,-18.73
現貨收盤,10,20,5,15,61,6.6,-4490,-74.0,0.12,-73.6,-18.73
現貨收盤,10,20,5,30,61,6.6,-4490,-74.0,0.12,-73.6,-18.73
現貨收盤,10,20,5,60,61,6.6,-4490,-74.0,0.12,-73.6,-18.73
現貨收盤,10,20,10,5,61,6.6,-7340,-120.0,0.08,-120.3,-25.51
現貨收盤,10,20,10,10,61,6.6,-7340,-120.0,0.08,-120.3,-25.51
現貨收盤,10,20,10,15,61,6.6,-7340,-120.0,0.08,-120.3,-25.51
現貨收盤,10,20,10,30,61,6.6,-7340,-120.0,0.08,-120.3,-25.51
現貨收盤,10,20,10,60,61,6.6,-7340,-120.0,0.08,-120.3,-25.51
現貨收盤,10,20,15,5,61,42.6,-2490,-41.0,0.63,-40.8,-3.71
現貨收盤,10,20,15,10,61,42.6,-2490,-41.0,0.63,-40.8,-3.71
現貨收盤,10,20,15,15,61,42.6,-2490,-41.0,0.63,-40.8,-3.71
現貨收盤,10,20,15,30,61,42.6,-2490,-41.0,0.63,-40.8,-3.71
現貨收盤,10,20,15,60,61,42.6,-2490,-41.0,0.63,-40.8,-3.71
現貨收盤,10,20,20,5,61,60.7,350,6.0,1.06,5.7,0.47
現貨收盤,10,20,20,10,61,62.3,430,7.0,1.08,7.0,0.58
現貨收盤,10,20,20,15,61,62.3,560,9.0,1.1,9.2,0.75
現貨收盤,10,20,20,30,61,62.3,560,9.0,1.1,9.2,0.75
現貨收盤,10,20,20,60,61,62.3,560,9.0,1.1,9.2,0.75
現貨收盤,10,20,30,5,61,67.2,1340,22.0,1.26,22.0,1.68
現貨收盤,10,20,30,10,61,75.4,2380,39.0,1.5,39.0,2.94
現貨收盤,10,20,30,15,61,75.4,2310,38.0,1.46,37.9,2.79
現貨收盤,10,20,30,30,61,75.4,2260,37.0,1.44,37.0,2.71
現貨收盤,10,20,30,60,61,75.4,2260,37.0,1.44,37.0,2.71
現貨收盤,10,20,40,5,61,68.9,1700,28.0,1.34,27.9,2.06
現貨收盤,10,20,40,10,61,78.7,2330,38.0,1.46,38.2,2.61
現貨收盤,10,20,40,15,61,78.7,2500,41.0,1.48,41.0,2.76
現貨收盤,10,20,40,30,61,80.3,2560,42.0,1.48,42.0,2.77
現貨收盤,10,20,40,60,61,80.3,2560,42.0,1.48,42.0,2.77
現貨收盤,10,20,50,5,61,68.9,1630,27.0,1.33,26.7,1.88
現貨收盤,10,20,50,10,61,78.7,1730,28.0,1.31,28.4,1.76
現貨收盤,10,20,50,15,61,80.3,2280,37.0,1.42,37.4,2.32
現貨收盤,10,20,50,30,61,83.6,2760,45.0,1.51,45.2,2.75
現貨收盤,10,20,50,60,61,83.6,2760,45.0,1.51,45.2,2.75
現貨收盤,10,30,5,5,61,6.6,-4090,-67.0,0.2,-67.0,-12.18
現貨收盤,10,30,5,10,61,6.6,-4090,-67.0,0.2,-67.0,-12.18
現貨收盤,10,30,5,15,61,6.6,-4090,-67.0,0.2,-67.0,-12.18
現貨收盤,10,30,5,30,61,6.6,-4090,-67.0,0.2,-67.0,-12.18
現貨收盤,10,30,5,60,61,6.6,-4090,-67.0,0.2,-67.0,-12.18
現貨收盤,10,30,10,5,61,6.6,-6940,-114.0,0.13,-113.8,-18.09
現貨收盤,10,30,10,10,61,6.6,-6940,-114.0,0.13,-113.8,-18.09
現貨收盤,10,30,10,15,61,6.6,-6940,-114.0,0.13,-113.8,-18.09
現貨收盤,10,30,10,30,61,6.6,-6940,-114.0,0.13,-113.8,-18.09
現貨收盤,10,30,10,60,61,6.6,-6940,-114.0,0.13,-113.8,-18.09
現貨收盤,10,30,15,5,61,37.7,-1110,-18.0,0.84,-18.2,-1.32
現貨收盤,10,30,15,10,61,37.7,-1240,-20.0,0.83,-20.3,-1.47
現貨收盤,10,30,15,15,61,37.7,-1240,-20.0,0.83,-20.3,-1.47
現貨收盤,10,30,15,30,61,37.7,-1240,-20.0,0.83,-20.3,-1.47
現貨收盤,10,30,15,60,61,37.7,-1240,-20.0,0.83,-20.3,-1.47
現貨收盤,10,30,20,5,61,49.2,680,11.0,1.1,11.1,0.73
現貨收盤,10,30,20,10,61,50.8,530,9.0,1.07,8.7,0.56
現貨收盤,10,30,20,15,61,50.8,700,11.0,1.1,11.5,0.73
現貨收盤,10,30,20,30,61,50.8,860,14.0,1.12,14.1,0.89
現貨收盤,10,30,20,60,61,50.8,860,14.0,1.12,14.1,0.89
現貨收盤,10,30,30,5,61,55.7,1900,31.0,1.29,31.1,1.89
現貨收盤,10,30,30,10,61,63.9,2820,46.0,1.43,46.2,2.72
現貨收盤,10,30,30,15,61,67.2,3500,57.0,1.52,57.4,3.25
現貨收盤,10,30,30,30,61,65.6,3260,53.0,1.46,53.4,2.95
現貨收盤,10,30,30,60,61,65.6,3260,53.0,1.46,53.4,2.95
現貨收盤,10,30,40,5,61,57.4,2470,40.0,1.4,40.5,2.4
現貨收盤,10,30,40,10,61,68.9,3010,49.0,1.45,49.3,2.69
現貨收盤,10,30,40,15,61,70.5,3600,59.0,1.5,59.0,3.07
現貨收盤,10,30,40,30,61,72.1,3960,65.0,1.53,64.9,3.26
現貨收盤,10,30,40,60,61,72.1,3960,65.0,1.53,64.9,3.26
現貨收盤,10,30,50,5,61,57.4,2300,38.0,1.36,37.7,2.14
現貨收盤,10,30,50,10,61,68.9,2240,37.0,1.3,36.7,1.84
現貨收盤,10,30,50,15,61,72.1,3050,50.0,1.39,50.0,2.4
現貨收盤,10,30,50,30,61,77.0,4660,76.0,1.62,76.4,3.58
現貨收盤,10,30,50,60,61,77.0,4660,76.0,1.62,76.4,3.58
現貨收盤,10,40,5,5,61,6.6,-3690,-60.0,0.28,-60.5,-8.55
現貨收盤,10,40,5,10,61,6.6,-3690,-60.0,0.28,-60.5,-8.55
現貨收盤,10,40,5,15,61,6.6,-3690,-60.0,0.28,-60.5,-8.55
現貨收盤,10,40,5,30,61,6.6,-3690,-60.0,0.28,-60.5,-8.55
現貨收盤,10,40,5,60,61,6.6,-3690,-60.0,0.28,-60.5,-8.55
現貨收盤,10,40,10,5,61,6.6,-6540,-107.0,0.18,-107.2,-13.64
現貨收盤,10,40,10,10,61,6.6,-6540,-107.0,0.18,-107.2,-13.64
現貨收盤,10,40,10,15,61,6.6,-6540,-107.0,0.18,-107.2,-13.64
現貨收盤,10,40,10,30,61,6.6,-6540,-107.0,0.18,-107.2,-13.64
現貨收盤,10,40,10,60,61,6.6,-6540,-107.0,0.18,-107.2,-13.64
現貨收盤,10,40,15,5,61,34.4,-70,-1.0,0.99,-1.1,-0.07
現貨收盤,10,40,15,10,61,34.4,-40,-1.0,0.99,-0.7,-0.04
現貨收盤,10,40,15,15,61,34.4,-40,-1.0,0.99,-0.7,-0.04
現貨收盤,10,40,15,30,61,34.4,-40,-1.0,0.99,-0.7,-0.04
現貨收盤,10,40,15,60,61,34.4,-40,-1.0,0.99,-0.7,-0.04
現貨收盤,10,40,20,5,61,44.3,1280,21.0,1.17,21.0,1.2
現貨收盤,10,40,20,10,61,49.2,1750,29.0,1.24,28.7,1.6
現貨收盤,10,40,20,15,61,47.5,2100,34.0,1.27,34.4,1.86
現貨收盤,10,40,20,30,61,45.9,2160,35.0,1.27,35.4,1.86
現貨收盤,10,40,20,60,61,45.9,2160,35.0,1.27,35.4,1.86
